submission_month,submission_yr,submission_yr_month,YEAR,analysis,filing_status,submission_date,DEPARTMENT_NAME,DEPARTMENT_NUMBER,COUNTY_NAME,REGION,ZIP_CODE,CHIEF_ADMIN_NAME,total_stops,search_conducted_yes,search_reason_consent,search_reason_contraband,search_reason_probable,search_reason_inventory,search_reason_incident_to_arrest,contraband_discovered_yes,contraband_discovered_no,contraband_drugs paraphernailia,contraband_currency,contraband_weapons,contraband_alchohol,contraband_stolen property,contraband_other,result_verbal,result_written,result_citation,result_written_arrest,result_citation_arrest,result_arrest,arrest_penal_code,arrest_traffic,arrest_city_ordinance,arrest_warrant,physical_force_yes,physical_force_no,complaints,complaints_disciplinary_yes,complaints_disciplinary_no,physical_force_yes_bodily_injury_suspect,physical_force_yes_bodily_injury_officer,physical_force_yes_bodily_injury_both
02,2023,2023-02,2022,TCOLE,Full,2/9/2023,DOUBLE OAK  POLICE DEPT.,121225,DENTON,8,75077,RUBEN RIVAS JR,2027,20,3,2,12,0,3,16,4,12,0,2,2,0,1,0,1209,808,1,0,9,2,0,0,8,1,2026,0,0,0,0,0,0
01,2025,2025-01,2024,TCOLE,Full,1/13/2025,ERATH COUNTY SHERIFF'S OFFICE,143100,ERATH,8,76401,MATTHEW L. COATES,2027,145,59,4,53,24,5,32,113,25,1,4,5,1,0,19,1794,150,8,0,56,37,17,0,10,0,2027,1,0,1,0,0,0
08,2020,2020-08,2019,,Full,8/24/2020,WHEELER CO. SHERIFF'S OFFICE,483100,WHEELER,1,79096,JOHN W. CRITES,2026,190,40,3,137,1,9,177,13,161,0,2,0,0,141132,1132,390,461,0,26,17,38,5,0,2,3,2023,0,0,0,,,
02,2021,2021-02,2020,,Full,2/28/2021,PORT ARANSAS POLICE DEPT.,355205,NUECES,3,78373,SCOTT A. BURROUGHS,2025,158,27,7,82,23,20,88,1935,69,0,3,26,1,4,1460,15,471,0,5,72,57,9,3,8,0,2025,0,0,0,,,
01,2023,2023-01,2022,Dept.,Full,1/19/2023,WHEELER CO. SHERIFF'S OFFICE,483100,WHEELER,1,79096,JOHNNY G. CARTER,2025,568,243,11,254,3,57,307,261,249,22,5,19,0,25,1062,356,457,66,66,18,122,20,0,8,0,2025,0,0,0,0,0,0
01,2025,2025-01,2024,TCOLE,Full,1/10/2025,HILL COUNTRY VILLAGE POLICE DEPT.,029209,BEXAR,10,78232,FRANCISCO MORALES JR,2025,24,0,0,19,4,1,17,7,15,0,0,0,0,1,6,472,1536,1,4,6,6,0,0,5,0,2025,0,0,0,0,0,0
02,2022,2022-02,2021,TCOLE,Full,2/16/2022,KOUNTZE POLICE DEPT.,199201,HARDIN,4,77625,JAMES B. SLAUGHTER,2024,31,2,1,24,3,1,23,8,17,0,0,2,0,7,0,796,1224,2,2,0,0,0,0,4,0,2024,0,0,0,0,0,0
01,2022,2022-01,2021,Dept.,Full,1/18/2022,GLADEWATER POLICE DEPT.,183203,GREGG,5,75647,GORDON D. FREEMAN,2023,86,26,5,49,3,3,59,27,33,0,5,18,1,13,0,853,1160,2,8,0,1,3,0,6,0,2023,0,0,0,0,0,0
02,2022,2022-02,2021,Dept.,Full,2/2/2022,PEARSALL POLICE DEPT.,163202,FRIO,3,78061,HUMBERTO TORRALBA JR,2018,60,31,0,23,2,4,19,41,16,0,0,0,0,3,1264,36,717,0,1,0,1,0,0,0,2,2016,0,0,0,2,0,0
01,2024,2024-01,2023,,Full,1/12/2024,NEW BRAUNFELS POLICE DEPT.,091202,COMAL,10,78130,KEITH R. LANE,2015,32,4,4,22,1,1,26,6,17,1,0,8,0,2,0,883,1119,9,4,0,11,1,0,1,1,2014,3,0,3,1,0,0
01,2022,2022-01,2021,Dept.,Full,1/12/2022,ARANSAS PASS POLICE DEPT.,409201,SAN PATRICIO,3,78336,ERIC J. BLANCHARD,2014,134,58,5,55,11,5,79,55,45,0,1,31,0,9,1266,82,616,1,1,48,24,3,0,23,0,2014,0,0,0,0,0,0
02,2021,2021-02,2020,,Full,2/23/2021,KLEBERG CO. SHERIFF'S OFFICE,273100,KLEBERG,3,78364,RICHARD C. KIRKPATRICK,2012,212,128,6,67,0,11,68,1944,49,2,1,15,0,1,24,1340,638,4,4,2,7,2,0,1,2,2010,0,0,0,,,
02,2023,2023-02,2022,Dept.,Full,2/6/2023,ZAVALLA POLICE DEPT.,005207,ANGELINA ,5,75980,WILLIAM C. WADE,2012,18,9,0,8,1,0,8,10,7,0,1,0,0,0,95,79,1837,1,0,0,0,1,0,0,0,2012,0,0,0,0,0,0
01,2020,2020-01,2019,,Full,1/29/2020,PECOS CO. SHERIFF'S OFFICE,371100,PECOS,2,79735,CLIFTON L. HARRIS,2011,50,29,3,11,0,7,24,26,13,0,1,0,0,2,1883,39,27,1,1,10,11,0,0,1,0,2011,,,,,,
02,2025,2025-02,2024,TCOLE,Full,2/26/2025,KENEDY CO. SHERIFF'S OFFICE,261100,KENEDY,3,78385,RAMON SALINAS III,2010,62,5,1,54,0,2,59,3,52,0,1,2,0,4,64,897,1022,0,27,0,26,0,0,1,0,2010,0,0,0,0,0,0
02,2021,2021-02,2020,,Full,2/22/2021,Odem Police Department,409210,SAN PATRICIO,3,78370,GERARDO OCHOA,2009,129,13,2,22,83,9,34,1975,21,0,1,3,0,9,108,106,1782,6,7,0,11,1,0,1,30,1979,0,0,0,,,
01,2022,2022-01,2021,Dept.,Full,1/24/2022,AUSTIN CO. SHERIFF'S OFFICE,015100,AUSTIN,7,77418,JACK W. BRANDES,2009,93,23,1,48,13,8,30,63,28,1,4,2,0,1,3,1540,411,24,13,18,22,24,1,8,0,2009,0,0,0,0,0,0
02,2023,2023-02,2022,TCOLE,Full,2/17/2023,Von Ormy Police Department,029227,BEXAR,10,78073,LIONEL PEREZ JR,2009,39,10,0,21,6,2,16,23,9,0,2,1,1,3,0,293,1713,3,0,0,3,0,0,0,5,2004,0,0,0,5,0,0
02,2024,2024-02,2023,,Full,2/26/2024,ANGELINA CO. SHERIFF'S OFFICE,005100,ANGELINA ,5,75902,THOMAS L. SELMAN,2009,249,105,0,57,58,29,93,156,79,0,1,1,0,12,0,1264,670,0,0,75,60,1,0,14,0,2009,0,0,0,0,0,0
02,2020,2020-02,2019,,Full,2/21/2020,GARRETT POLICE DEPT.,139204,ELLIS,6,75119,JESSICA J. FLORES,2008,13,1,0,12,0,0,12,1,10,0,0,0,0,2,297,51,1636,0,0,24,12,2,0,10,0,2008,,,,,,
02,2021,2021-02,2020,,Full,2/27/2021,TEXLINE CITY MARSHAL'S OFFICE,111601,DALLAM,1,79087,DONALD L. DAVIS,2006,645,90,18,536,0,1,580,1426,568,0,1,0,0,14,12,862,1129,27,0,0,27,0,0,5,0,2006,0,0,0,,,
03,2024,2024-03,2023,,Full,3/1/2024,HEMPSTEAD POLICE DEPT.,473202,WALLER,4,77445,DAVID W. HARTLEY,2005,162,32,16,89,8,17,99,63,67,6,6,22,1,9,141,846,951,7,60,0,37,20,0,10,7,1998,0,0,0,1,3,3
01,2024,2024-01,2023,,Full,1/4/2024,WHEELER COUNTY SHERIFF'S OFFICE,483100,WHEELER,1,79096,JOHNNY G. CARTER,2005,476,137,18,222,6,93,313,163,271,13,3,9,0,24,802,771,271,63,85,13,152,2,0,7,0,2005,0,0,0,0,0,0
02,2025,2025-02,2024,TCOLE,Full,2/5/2025,MABANK POLICE DEPARTMENT ,257207,KAUFMAN,7,75147,KEITH D. BRADSHAW,2005,92,16,1,57,15,3,57,35,41,1,1,9,1,12,0,1290,698,4,13,0,13,2,0,2,5,2000,0,0,0,1,0,1
02,2022,2022-02,2021,TCOLE,Full,2/2/2022,BELLMEAD POLICE DEPT.,309201,McLENNAN,6,76705,YOUSRY A. ZAKHARY,2004,117,43,3,54,14,3,46,71,34,0,4,9,0,3,2,778,1195,4,9,16,10,10,0,9,0,2004,0,0,0,0,0,0
01,2024,2024-01,2023,,Full,1/9/2024,BROWNFIELD POLICE DEPARTMENT ,445201,TERRY,1,79316,CHRISTOPHER P. KOTZUR,2004,211,79,9,79,13,31,116,95,79,0,0,26,1,10,1227,3,667,2,65,40,71,11,0,25,6,1998,0,0,0,0,0,0
02,2025,2025-02,2024,TCOLE,Full,2/25/2025,CADDO MILLS POLICE DEPT.,231201,HUNT,6,75135,KIMBRE L. COLLIER,2004,53,2,2,11,31,7,12,41,9,0,0,2,0,1,67,729,1206,0,2,0,1,0,0,1,0,2004,0,0,0,0,0,0
02,2023,2023-02,2022,Dept.,Full,2/24/2023,LAMESA POLICE DEPT.,115201,DAWSON,1,79331,JOSHUA R. PETERSON,2003,189,86,9,86,5,3,105,84,70,0,1,23,0,11,12,1295,680,5,6,5,11,0,0,5,0,2003,0,0,0,0,0,0
01,2020,2020-01,2019,,Full,1/16/2020,WEIMAR POLICE DEPT.,089203,COLORADO,3,78962,PATRICK T. JACOBS,2001,260,24,6,46,161,23,59,201,38,0,2,16,1,2,1,1088,865,8,21,18,28,9,0,10,1,2000,,,,,,
02,2022,2022-02,2021,Dept.,Full,2/7/2022,PARKER POLICE DEPT.,085217,COLLIN,6,75002,RICHARD D. BROOKS,2001,14,3,1,8,0,2,8,6,6,0,0,2,0,0,33,1063,897,0,1,7,3,2,0,3,0,2001,0,0,0,0,0,0
01,2022,2022-01,2021,Dept.,Full,1/25/2022,CARTHAGE POLICE DEPT.,365202,PANOLA,5,75633,BLAKELEY R. SMITH,2000,100,70,0,12,9,9,70,30,55,0,3,3,1,8,0,468,1474,2,39,17,48,0,0,10,0,2000,0,0,0,0,0,0
02,2021,2021-02,2020,,Full,2/18/2021,ALAMO HEIGHTS POLICE DEPT.,029201,BEXAR,7,78209,RICHARD L. PRUITT,1998,113,2,3,31,64,13,39,74,28,0,0,8,1,2,0,1041,926,4,27,0,10,2,1,18,0,1998,0,0,0,,,
03,2021,2021-03,2020,,Full,3/18/2021,BIG SANDY POLICE DEPT.,459201,UPSHUR,5,75755,RYAN D. LUDVIGSON,1998,180,121,7,47,1,4,71,1927,41,0,0,19,1,13,1242,120,630,1,4,1,4,1,0,1,7,1991,0,0,0,,,
01,2022,2022-01,2021,TCOLE,Full,1/28/2022,HALLETTSVILLE POLICE DEPT.,285201,LAVACA,3,77964,RANDAL K. SCHLAUCH,1998,110,49,2,50,1,8,38,72,29,0,0,6,0,4,5,1382,600,11,0,0,9,0,0,2,0,1998,0,0,0,0,0,0
01,2022,2022-01,2021,Dept.,Full,1/7/2022,WHITE OAK POLICE DEPT.,183208,GREGG,5,75693,TERRY W. ROACH,1998,35,10,1,20,1,3,11,24,9,0,0,1,0,0,1505,7,466,6,8,6,9,0,0,11,1,1997,0,0,0,1,0,0
02,2021,2021-02,2020,,Full,2/19/2021,STEPHENVILLE POLICE DEPT.,143202,ERATH,8,76401,DAN M. HARRIS,1997,123,22,2,75,17,7,73,1924,49,0,5,10,0,16,0,1559,385,52,1,0,47,6,0,1,0,1997,0,0,0,,,
04,2020,2020-04,2019,,Full,4/1/2020,SCHLEICHER CO. SHERIFF'S OFFICE,413100,SCHLEICHER,2,76936,DAVID R. DORAN,1995,9,4,0,3,0,2,5,4,4,0,0,0,0,1,506,774,706,0,8,1,6,1,0,2,0,1995,,,,,,
03,2021,2021-03,2020,,Full,3/17/2021,CENTER POLICE DEPT.,419201,SHELBY,5,75935,JIMMY L. ALBERS,1994,74,31,7,29,6,1,35,1959,31,0,2,3,0,0,1159,153,638,3,8,33,25,14,0,5,1,1993,0,0,0,,,
02,2023,2023-02,2022,TCOLE,Full,2/24/2023,BURNET CO. SHERIFF'S OFFICE,053100,BURNET,9,78611,CALVIN R. BOYD,1994,141,64,3,68,5,1,70,71,41,0,2,6,0,23,0,1449,538,6,1,0,4,0,0,3,2,1992,0,0,0,0,0,2
02,2020,2020-02,2019,,Full,2/24/2020,HARDEMAN CO. SHERIFF'S OFFICE,197100,HARDEMAN,1,79252,PATRICK D. LAUGHERY,1993,97,24,7,53,10,3,41,56,38,0,0,3,0,0,0,354,1405,1,9,1,45,1114,3,0,0,1993,,,,,,
01,2025,2025-01,2024,TCOLE,Full,1/29/2025,ECTOR CO. SHERIFF'S OFFICE,135100,ECTOR,2,79760,MICHAEL W. GRIFFIS,1993,133,37,0,35,37,24,41,92,23,0,3,12,2,8,245,472,1198,11,37,30,27,13,0,38,0,1993,0,0,0,0,0,0
03,2021,2021-03,2020,,Full,3/22/2021,SWEENY POLICE DEPT.,039217,BRAZORIA,4,77480,JOHN E. BARNARD JR,1992,95,33,9,44,6,3,45,50,36,0,1,5,1,2,0,1497,467,4,0,24,8,13,0,3,0,1992,0,0,0,,,
03,2020,2020-03,2019,,Full,3/5/2020,PALMHURST POLICE DEPT.,215212,HIDALGO,3,78573,MICHAEL A. VELA SR,1989,141,34,9,35,6,57,77,64,53,0,1,16,5,7,0,1303,543,3,40,0,34,8,1,0,7,1982,,,,,,
03,2021,2021-03,2020,,Full,3/1/2021,HILL CO. SHERIFF'S OFFICE,217100,HILL,6,76645,RODNEY B. WATSON,1989,317,188,9,111,8,1,155,1834,131,2,11,30,1,6,2,1829,104,42,2,9,34,2,0,17,0,1989,0,0,0,,,
02,2024,2024-02,2023,,Full,2/7/2024,FRANKSTON POLICE DEPT.,001202,ANDERSON ,5,75763,RICHARD D. GOODMAN,1989,127,15,69,26,4,13,98,29,78,0,1,14,1,33,0,930,1008,17,34,0,39,1,0,11,1,1988,0,0,0,1,0,0
02,2025,2025-02,2024,Dept.,Full,2/14/2025,RIESEL POLICE DEPARTMENT ,309219,McLENNAN,9,76682,RYAN K. DIETERICH,1988,13,2,1,6,1,3,7,6,3,0,0,0,0,4,21,278,1687,1,1,0,1,0,0,1,2,1986,0,0,0,2,0,0
01,2025,2025-01,2024,TCOLE,Full,1/17/2025,FLOYD CO. SHERIFF'S OFFICE,153100,FLOYD,1,79235,PAUL RAISSEZ,1987,65,8,0,48,2,7,49,16,37,0,3,14,0,0,0,1239,723,3,22,0,19,0,1,5,3,1984,0,0,0,1,2,3
03,2021,2021-03,2020,,Full,3/15/2021,SAN PATRICIO CO. SHERIFF'S OFFICE,409100,SAN PATRICIO,3,78387,OSCAR RIVERA,1985,119,72,2,24,3,3,25,94,18,0,0,1,0,6,14,1625,93,16,1,8,0,0,0,0,2,1983,0,0,0,,,
01,2024,2024-01,2023,,Full,1/5/2024,KOUNTZE POLICE DEPT.,199201,HARDIN,5,77625,JAMES B. SLAUGHTER,1985,28,5,1,16,4,2,19,9,16,0,2,3,0,4,0,933,1039,2,11,0,7,1,0,5,0,1985,0,0,0,0,0,0
01,2020,2020-01,2019,,Full,1/23/2020,FRIONA POLICE DEPT.,369203,PARMER,1,79035,ISIDRO JIMENEZ JR,1984,11,5,1,5,0,0,13,2,10,0,0,0,0,1,460,669,840,0,15,0,2,12,1,0,0,1984,,,,,,
02,2020,2020-02,2019,,Full,2/6/2020,VAN ALSTYNE POLICE DEPT.,181212,GRAYSON,6,75495,TIMOTHY R. BARNES,1984,21,8,2,9,1,1,10,11,10,0,0,0,0,0,36,681,1245,13,9,0,15,1,0,6,4,1980,,,,,,
01,2024,2024-01,2023,,Full,1/4/2024,UPSHUR CO. SHERIFF'S OFFICE,459100,UPSHUR,6,75644,LAWRENCE M. WEBB,1981,332,125,2,177,16,12,121,211,102,0,1,12,1,6,1583,7,297,10,6,78,74,2,0,18,0,1981,0,0,0,0,0,0
02,2020,2020-02,2019,,Full,2/21/2020,WHITESBORO POLICE DEPT.,181213,GRAYSON,6,76273,RODRICK S. TAYLOR,1980,50,21,2,7,0,20,24,26,15,0,0,0,0,3,837,579,514,9,38,3,20,22,0,8,0,1980,,,,,,
01,2021,2021-01,2020,,Full,1/15/2021,ARANSAS PASS POLICE DEPT.,409201,SAN PATRICIO,3,78335,ERIC J. BLANCHARD,1980,88,32,4,0,8,3,56,32,31,1,1,20,1,12,1151,36,764,1,4,24,10,4,1,14,0,1980,0,0,0,,,
02,2025,2025-02,2024,Dept.,Full,2/19/2025,NASSAU BAY POLICE DEPARTMENT,201219,HARRIS,4,77058,TIMOTHY J. CROMIE,1980,51,6,0,29,10,6,28,23,22,0,1,0,0,5,92,1184,647,2,32,23,18,28,0,11,1,1979,0,0,0,0,0,0
02,2025,2025-02,2024,TCOLE,Full,2/21/2025,UPSHUR CO. SHERIFF'S OFFICE,459100,UPSHUR,6,75644,LAWRENCE M. WEBB,1980,401,166,3,190,16,26,138,263,121,0,3,12,0,2,1561,5,282,3,9,120,87,9,0,36,0,1980,0,0,0,0,0,0
03,2020,2020-03,2019,,Full,3/16/2020,CAMERON POLICE DEPT.,331201,MILAM,7,76520,LONNIE E. GOSCH,1974,18,4,0,8,1,5,14,4,11,1,0,0,0,2,15,702,1242,8,5,2,13,0,0,2,1,1973,,,,,,
01,2024,2024-01,2023,,Full,1/12/2024,PALACIOS POLICE DEPT.,321202,MATAGORDA ,4,77465,TOBIE W. BIAS,1974,124,33,9,44,9,29,49,75,20,0,0,23,0,11,0,1243,683,6,10,32,16,5,0,27,0,1974,0,0,0,0,0,0
02,2022,2022-02,2021,TCOLE,Full,2/23/2022,BURNET CO. SHERIFF'S OFFICE,053100,BURNET,7,78611,CALVIN R. BOYD,1971,128,62,0,63,2,1,45,83,23,0,0,6,0,22,0,1500,463,7,1,0,3,1,0,4,5,1966,0,0,0,1,1,0
02,2021,2021-02,2020,,Full,2/24/2021,POTTER CO. SHERIFF'S OFFICE,375100,POTTER,1,79111,BRIAN L. THOMAS,1970,238,99,9,118,6,6,136,501,121,1,7,0,2,5,0,1232,693,20,20,5,43,7,0,15,5,1965,0,0,0,,,
03,2020,2020-03,2019,,Full,3/4/2020,LEVELLAND POLICE DEPT.,219202,HOCKLEY,1,79336,ALBERT P. GARCIA,1969,246,142,4,78,4,18,136,110,107,0,9,15,0,5,82,1041,780,14,37,15,34,6,4,40,1,1968,,,,,,
01,2025,2025-01,2024,TCOLE,Full,1/6/2025,OVILLA POLICE DEPT.,139209,ELLIS,7,75154,CHARLIE J. BENNETT II,1968,29,3,0,19,7,0,17,12,8,0,0,0,0,9,1003,0,962,0,0,3,0,0,0,3,0,1968,0,0,0,0,0,0
03,2021,2021-03,2020,,Full,3/12/2021,ELGIN POLICE DEPT.,021202,BASTROP,7,78621,PATRICK D. SOUTH,1967,58,6,2,48,0,2,40,18,34,0,0,7,0,2,23,994,942,5,3,8,5,0,0,3,0,1967,0,0,0,,,
02,2022,2022-02,2021,TCOLE,Full,2/24/2022,MADISON CO. SHERIFF'S OFFICE,313100,MADISON,4,77864,BOBBY D. ADAMS,1967,99,30,3,54,2,10,59,40,44,1,0,2,1,11,959,281,655,10,36,26,42,9,0,21,3,1964,0,0,0,3,0,0
02,2023,2023-02,2022,TCOLE,Full,2/24/2023,VERNON POLICE DEPT.,487203,WILBARGER,1,76384,WAYNE A. HODGES,1967,137,65,0,56,12,4,70,67,46,0,1,7,1,15,0,1208,734,6,5,14,20,2,0,3,0,1967,0,0,0,0,0,0
02,2025,2025-02,2024,TCOLE,Full,2/14/2025,City of New Berlin Marshal's Office,187604,GUADALUPE,10,78121,TERREAL R. HATCHER,1967,27,1,1,17,6,2,16,11,14,0,0,2,0,0,3,1015,949,0,0,0,0,0,0,0,0,1967,0,0,0,0,0,0
01,2020,2020-01,2019,,Full,1/21/2020,HALLSVILLE POLICE DEPARTMENT,203201,HARRISON,5,75650,JAMES W. FREEMAN,1966,97,33,3,47,3,11,50,47,34,0,0,12,0,4,145,738,1071,0,0,39,25,1,0,13,0,1966,,,,,,
01,2023,2023-01,2022,TCOLE,Full,1/26/2023,VIDOR POLICE DEPT.,361206,ORANGE,5,77662,GERARD W. CARROLL,1966,90,10,4,44,30,2,56,34,37,0,0,3,1,17,0,776,1182,1,7,0,0,0,0,8,0,1966,0,0,0,0,0,0
02,2024,2024-02,2023,,Full,2/1/2024,CARSON CO. SHERIFF'S OFFICE,065100,CARSON,1,79068,FRANKLIN T. TERRY,1966,169,39,21,93,10,6,132,37,99,0,8,49,1,3,53,1343,505,30,15,20,58,2,0,5,4,1962,0,0,0,4,0,0
01,2025,2025-01,2024,TCOLE,Full,1/29/2025,TITUS CO. SHERIFF'S OFFICE,449100,TITUS,6,75455,CHRISTOPHER M. BRAGG,1964,80,37,0,36,7,0,19,61,13,0,1,5,0,0,1,1589,348,15,11,0,11,1,0,14,1,1963,0,0,0,1,0,0
03,2020,2020-03,2019,,Full,3/17/2020,GRIMES CO. SHERIFF'S OFFICE,185100,GRIMES,4,77830,DONALD G. SOWELL,1963,206,121,4,78,0,3,68,1895,10,0,4,0,0,54,33,274,309,8,12,167,111,23,38,15,1,1962,,,,,,
01,2023,2023-01,2022,TCOLE,Full,1/19/2023,SAN JUAN POLICE DEPT.,215214,HIDALGO,3,78589,LEANDRO SIFUENTES,1963,38,0,0,4,0,34,4,34,4,0,0,0,0,0,0,1078,847,0,4,34,38,0,0,0,0,1963,0,0,0,0,0,0
02,2024,2024-02,2023,,Full,2/12/2024,KEENE POLICE DEPARTMENT ,251208,JOHNSON,7,76059,JAMES B. KIDD III,1963,162,33,12,100,7,10,106,56,85,0,3,11,0,7,779,176,967,3,36,2,15,1,0,25,0,1963,0,0,0,0,0,0
02,2024,2024-02,2023,,Full,2/29/2024,ROMAN FOREST POLICE DEPT.,339212,MONTGOMERY,5,77357,FLOYD S. CARLISLE JR,1962,26,7,2,9,7,1,12,14,12,0,0,0,0,0,1036,29,891,0,0,6,3,0,0,3,0,1962,0,0,0,0,0,0
03,2020,2020-03,2019,,Full,3/11/2020,KEMP POLICE DEPT.,257206,KAUFMAN,6,75143,SUZANNE SCHWENKE-MARTIN,1960,63,14,0,34,12,3,44,27,35,0,0,5,0,6,13,267,1651,6,19,2,10,118,0,8,0,1960,,,,,,
09,2020,2020-09,2019,,Full,9/24/2020,ROSEBUD POLICE DEPT.,145203,FALLS,7,76570,JACK C. HENSLEY JR,1959,130,67,3,44,0,16,73,57,52,0,2,0,0,19,49,547,1340,9,14,0,11,7,0,5,3,1956,0,0,0,,,
02,2025,2025-02,2024,TCOLE,Full,2/28/2025,KOUNTZE POLICE DEPT.,199201,HARDIN,5,77625,JAMES B. SLAUGHTER,1958,13,1,1,9,0,2,12,1,6,0,1,4,0,3,52,1143,745,3,13,2,3,1,0,14,0,1958,0,0,0,0,0,0
02,2022,2022-02,2021,TCOLE,Full,2/22/2022,HARRIS CO. CONST. PCT. 6,201106,HARRIS,4,77011,SILVIA R. TREVINO,1954,732,49,18,211,52,402,547,185,84,5,32,17,245,164,191,64,1006,0,51,642,477,20,1,195,2,1952,0,0,0,0,0,0
01,2024,2024-01,2023,,Full,1/23/2024,JOSEPHINE POLICE DEPARTMENT ,085211,COLLIN,7,75164,JEFFERY G. GRAHAM,1953,17,3,0,4,0,10,6,11,6,0,0,0,0,0,1632,6,305,0,0,10,6,4,0,0,0,1953,0,0,0,0,0,0
02,2025,2025-02,2024,TCOLE,Full,2/20/2025,MUSTANG RIDGE Police Department ,453212,TRAVIS,10,78610,ROLANDO I. BELMARES,1953,53,4,1,31,0,17,2,51,0,0,0,0,0,2,0,1002,932,19,0,0,15,2,0,2,3,1950,0,0,0,0,0,0
01,2023,2023-01,2022,Dept.,Full,1/24/2023,CHANDLER POLICE DEPT.,213204,HENDERSON,6,75758,JON K. ROLLINS,1952,65,17,0,31,13,4,35,30,28,0,0,4,0,4,0,1072,877,1,0,2,0,0,0,3,0,1952,0,0,0,0,0,0
02,2021,2021-02,2020,,Full,2/9/2021,GLADEWATER POLICE DEPT.,183203,GREGG,5,75647,GORDON D. FREEMAN,1951,54,12,1,33,6,2,28,26,18,0,0,3,0,7,0,1075,858,4,14,18,2,3,0,13,0,1951,0,0,0,,,
01,2023,2023-01,2022,TCOLE,Full,1/11/2023,CACTUS POLICE DEPT.,341201,MOORE,1,79013,MARIBEL TIARZON,1950,113,20,19,40,9,25,62,51,21,1,0,31,0,11,1158,201,575,6,7,3,9,1,0,6,1,1949,0,0,0,0,1,0
02,2022,2022-02,2021,TCOLE,Full,2/9/2022,HOLLAND POLICE DEPT.,027205,BELL,8,76534,JOHNNY S. NEWSOM,1949,250,11,4,193,39,3,185,65,143,0,4,37,0,1,736,88,1123,0,2,0,0,0,0,2,0,1949,0,0,0,0,0,0
03,2021,2021-03,2020,,Full,3/18/2021,HIDALGO CO. CONST. PCT. 4,215104,HIDALGO,3,78539,ATANACIO GAITAN JR.,1948,22,9,0,4,13,1,3,455,1,0,0,0,0,0,1,1495,422,1,0,8,7,1,0,0,0,1948,0,0,0,,,
03,2023,2023-03,2022,TCOLE,Full,3/1/2023,MILFORD POLICE DEPT.,139208,ELLIS,7,76670,CHRISTOPHER P. AMOS,1948,155,16,6,123,9,1,107,48,82,2,2,23,0,1,111,265,1565,0,6,1,5,1,0,1,0,1948,0,0,0,0,0,0
01,2024,2024-01,2023,,Full,1/18/2024,MATAGORDA COUNTY SHERIFF'S OFFICE,321100,MATAGORDA ,4,77414,FRANK D. OSBORNE,1948,41,21,1,12,3,4,13,28,9,1,1,2,0,1,654,1038,238,4,3,11,6,2,0,10,0,1948,0,0,0,0,0,0
01,2024,2024-01,2023,,Full,1/29/2024,MILFORD POLICE DEPT.,139208,ELLIS,7,76670,CHRISTOPHER P. AMOS,1948,158,14,24,116,4,0,126,32,85,0,1,39,0,1,78,61,1807,0,2,0,0,0,0,2,0,1948,0,0,0,0,0,0
01,2023,2023-01,2022,TCOLE,Full,1/26/2023,KRUM POLICE DEPT.,121209,DENTON,8,76249,ROBERT T. HARGIS,1947,81,15,4,34,15,13,31,50,21,0,1,3,0,6,30,1298,582,3,7,27,27,1,0,9,0,1947,0,0,0,0,0,0
02,2022,2022-02,2021,TCOLE,Full,2/18/2022,HAYS CO. CONST. PCT. 5,209105,HAYS,7,78610,JOHN H. ELLEN,1946,2,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1484,461,0,1,0,0,0,0,1,0,1946,0,0,0,0,0,0
03,2020,2020-03,2019,,Full,3/6/2020,OYSTER CREEK POLICE DEPARTMENT,039221,BRAZORIA,4,77541,RUBEN GONZALES,1945,19,6,0,8,1,4,9,10,6,0,0,2,0,1,0,892,1043,4,6,10,3,6,0,1,0,1945,,,,,,
01,2020,2020-01,2019,,Full,1/7/2020,WILLOW PARK POLICE DEPT.,367202,PARKER,8,76087,CARRIE L. WEST,1943,53,3,2,3,11,34,19,34,8,0,0,11,0,0,71,71,1080,6,28,54,45,2,0,6,1,1942,,,,,,
01,2021,2021-01,2020,,Full,1/26/2021,BELLMEAD POLICE DEPT.,309201,McLENNAN,6,76705,DANIEL C. PORTER JR,1943,121,22,1,84,8,6,74,47,55,1,4,4,0,10,280,937,689,17,17,3,18,6,0,13,0,1943,0,0,0,,,
02,2023,2023-02,2022,TCOLE,Full,2/15/2023,NUECES CO. CONST. PCT. 5,355105,NUECES,3,78380,OSCAR MENDOZA JR,1943,289,167,0,91,31,0,136,153,72,2,10,37,21,9,0,1382,516,24,21,0,38,0,0,7,0,1943,0,0,0,0,0,0
01,2024,2024-01,2023,,Full,1/3/2024,VAN POLICE DEPT.,467206,VAN ZANDT,6,75790,MELISSA K. DAVIS,1941,117,35,15,57,0,10,83,34,51,0,0,28,0,13,1001,291,638,3,7,1,7,3,0,1,2,1939,0,0,0,1,1,0
02,2023,2023-02,2022,TCOLE,Full,2/13/2023,OLNEY POLICE DEPT.,503203,YOUNG,8,76374,DAN A. BIRBECK,1938,151,92,7,38,2,12,65,86,49,0,0,8,0,11,388,1076,455,5,13,1,13,2,0,4,1,1937,0,0,0,0,0,0
02,2021,2021-02,2020,,Full,2/26/2021,KIRBY POLICE DEPT.,029211,BEXAR,7,78219,KEVIN M. BOIS,1935,156,14,4,85,52,1,78,78,76,0,1,1,0,0,7,990,914,7,17,24,6,3,0,15,0,0,0,0,0,,,
